Q01respondent_id;Q03date_created;Q06semanadoano;Q09semanadoprojeto;Q11Profissao;Q13Estado;Q14Sexo;Q15Idade;Q16Escolaridade;Q17Renda;Q18PossuiSeguroNenhuma das anteriores;Q18PossuiSeguroSeguro de vida;Q18PossuiSeguroSeguro de automóvel;Q18PossuiSeguroSeguro residencial;Q18PossuiSeguroSeguro de saúde;Q18PossuiSeguroSeguro de bens duráveis (ex: eletrônicos);Q18PossuiSeguroOutros;Q19ContratouSeguroSeguro de vida;Q19ContratouSeguroSeguro de automóvel;Q19ContratouSeguroSeguro residencial;Q19ContratouSeguroSeguro de saúde;Q19ContratouSeguroSeguro de bens duráveis (ex: eletrônicos);Q19ContratouSeguroOutros;Q20PretendeRenovar;Q21PretendeContratar;Q22ContratarSeguroNenhuma das anteriores;Q22ContratarSeguroSeguro de vida;Q22ContratarSeguroSeguro de automóvel;Q22ContratarSeguroSeguro residencial;Q22ContratarSeguroSeguro de saúde;Q22ContratarSeguroSeguro de bens duráveis (ex: eletrônicos);Q22ContratarSeguroOutros;Q23AtitudeGeralSeguroImportancia;Q23AtitudeGeralSeguroPrioridadeOrcamento;Q23AtitudeGeralSeguroSubstituiEntretenimento;Q24OrdenarSeguroSeguro de vida;Q24OrdenarSeguroSeguro de automóvel;Q24OrdenarSeguroSeguro residencial;Q24OrdenarSeguroSeguro de saúde;Q24OrdenarSeguroSeguro de bens duráveis (ex: eletrônicos);Q25UsoInternet1;Q25UsoInternet2;Q25UsoInternet3;Q25UsoInternet4;Q26Transacoes1;Q26Transacoes2;Q26Transacoes3;Q26Transacoes4;Q26Transacoes5;Q26Transacoes6;Q27Antenado1;Q27Antenado2;Q27Antenado3;Q27Antenado4;Q31AWNenhuma das anteriores;Q31AWMarca01;Q31AWMarca02;Q31AWMarca03;Q31AWMarca04;Q31AWMarca05;Q31AWMarca06;Q31AWMarca07;Q32KNNenhuma das anteriores;Q32KNMarca01;Q32KNMarca02;Q32KNMarca03;Q32KNMarca04;Q32KNMarca05;Q32KNMarca06;Q32KNMarca07;Q33LINenhuma das anteriores;Q33LIMarca01;Q33LIMarca02;Q33LIMarca03;Q33LIMarca04;Q33LIMarca05;Q33LIMarca06;Q33LIMarca07;Q34CONenhuma das anteriores;Q34COMarca01;Q34COMarca02;Q34COMarca03;Q34COMarca04;Q34COMarca05;Q34COMarca06;Q34COMarca07;Q35Preferencia;Q36CLNenhuma das anteriores;Q36CLMarca01;Q36CLMarca02;Q36CLMarca03;Q36CLMarca04;Q36CLMarca05;Q36CLMarca06;Q36CLMarca07;Q37ContratouPrimeiraVez;Q39ContratouPrimeiraVezSeguro de vida;Q39ContratouPrimeiraVezSeguro de automóvel;Q39ContratouPrimeiraVezSeguro residencial;Q39ContratouPrimeiraVezSeguro de saúde;Q39ContratouPrimeiraVezSeguro de bens duráveis (ex: eletrônicos);Q39ContratouPrimeiraVezOutros;Q40AvaliouMarca01;Q41AvaliouMarca02;Q42AvaliouMarca03;Q43AvaliouMarca04;Q44AvaliouMarca05;Q45AvaliouMarca06;Q46AvaliouMarca07;Q47Credibilidade1;Q47Credibilidade2;Q47Credibilidade3;Q48Diversao1;Q48Diversao2;Q48Diversao3;Q49Audacia1;Q49Audacia2;Q49Audacia3;Q50Sofisticacao1;Q50Sofisticacao2;Q50Sofisticacao3;Q51Sensibilidade1;Q51Sensibilidade2;Q51Sensibilidade3;Q52AltaClasse1;Q52AltaClasse2;Q52AltaClasse3;Q52AltaClasse4;Q52AltaClasse5;Q53Acessibilidade1;Q53Acessibilidade2;Q53Acessibilidade3;Q54Lideranca1;Q54Lideranca2;Q54Lideranca3;Q54Lideranca4;Q55Descolada1;Q55Descolada2;Q55Descolada3;Q56Variedade1;Q56Variedade2;Q56Variedade3;Q56Variedade4;Q56Variedade5;Q57ServicoHumanizado1;Q57ServicoHumanizado2;Q57ServicoHumanizado3;Q57ServicoHumanizado4;Q57ServicoHumanizado5;Q57ServicoHumanizado6;Q58Qualidade1;Q58Qualidade2;Q58Qualidade3;Q58Qualidade4;Q59Atratividade1;Q59Atratividade2;Q60ResponsabilidadeSocioAmbiental1;Q60ResponsabilidadeSocioAmbiental2;Q60ResponsabilidadeSocioAmbiental3;Q61Autenticidade1;Q61Autenticidade2;Q61Autenticidade3;Q61Autenticidade4;Q61Autenticidade5;Q61Autenticidade6;Q61Autenticidade7;Q61Tecnologica;Q62Beneficios1;Q62Beneficios2;Q62Beneficios3;Q63Dinamismo1;Q63Dinamismo2;Q63Dinamismo3;Q64CuidadoHumano1;Q64CuidadoHumano2;Q64CuidadoHumano3;Q65QualidadeServico1;Q65QualidadeServico2;Q65QualidadeServico3;Q66CustoBeneficio1;Q66CustoBeneficio2;Q66CustoBeneficio3;Q67Diversidade1;Q68Risco1;Q68Risco2;Q68Risco3;Q69Satisfacao1;Q69Satisfacao2;Q69Satisfacao3;Q69Satisfacao4;Q70Lealdade1;Q70Lealdade2;Q70Lealdade3;Q71IntencaoCompra1;Q71IntencaoCompra2;Q71IntencaoCompra3;Q72Recomendacao1;Q72Recomendacao2;Q72Recomendacao3;Q73BrandEquity1;Q73BrandEquity2;Q73BrandEquity3;Q73BrandEquity4;Q73BrandEquity5;Q74PagarMais1;Q74PagarMais2;Q74PagarMais3;Q75Identificacao1;Q75Identificacao2;Q75Identificacao3
12726527452;44355.7746875;Semana 24;Semana 70;Direito;Minas Gerais;Masculino;36 anos;Pós-graduação (completo);Entre R$ 3.932,00 e R$ 7.419,00;Nenhuma das anteriores;;;;;;;;;;;;;;Sim;;;Seguro de automóvel;Seguro residencial;;;;7;7;3;4;2;3;1;5;8;8;8;9;8;7;3;3;10;0;8;8;8;9;;Marca01;Marca02;Marca03;Marca04;;Marca06;Marca07;;;;Marca03;Marca04;;;;;;;;Marca04;;;;;;;;Marca04;;;;Marca04;;;;;;;;;Nenhuma das anteriores;;;;;;;Marca01;;;;;;;6;7;9;7;9;7;8;9;9;5;8;3;5;6;5;6;5;7;5;2;6;9;5;8;1;2;2;7;7;8;8;8;7;5;8;5;5;7;3;7;9;6;9;5;7;7;7;5;5;5;1;9;9;5;7;7;6;9;7;5;5;8;7;7;8;8;7;6;8;4;5;8;8;5;8;7;7;;;;;;;;5;5;5;5;5;6;7;8;7;1;6;1;1;1;5;5;5
12732526586;44357.60623842593;Semana 24;Semana 70;Outro (especifique);Ceará;Masculino;23 anos;Ensino médio (completo);Entre R$ 3.932,00 e R$ 7.419,00;Nenhuma das anteriores;;;;;;;;;;;;;;Sim;;Seguro de vida;;;Seguro de saúde;Seguro de bens duráveis (ex: eletrônicos);;10;7;10;3;2;5;1;4;10;10;10;10;10;0;10;10;10;10;10;10;10;8;;;Marca02;;Marca04;;Marca06;;;;Marca02;;Marca04;;;;;;Marca02;;Marca04;;;;;;Marca02;;Marca04;;;;Marca02;;;;;;;;;Nenhuma das anteriores;;;;;;;;;;Marca04;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;5;10;7;10;10;10;10;0;0;10;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
12726228337;44355.69287037037;Semana 24;Semana 70;Saúde;São Paulo;Masculino;32 anos;Pós-graduação (incompleto);Entre R$ 7.420,00 e R$ 16.367,00;;Seguro de vida;;Seguro residencial;Seguro de saúde;Seguro de bens duráveis (ex: eletrônicos);;Recebi este seguro como benefício da empresa onde eu trabalho;;Eu mesmo contratei este seguro;Recebi este seguro como benefício da empresa onde eu trabalho;Eu mesmo contratei este seguro;;Sim;;;;;;;;;10;10;1;2;3;4;1;5;8;8;10;8;10;10;10;10;10;0;10;10;10;10;;Marca01;Marca02;Marca03;Marca04;;Marca06;Marca07;;;Marca02;Marca03;Marca04;;Marca06;;;;;Marca03;Marca04;;;;;;;Marca03;;;;;Marca03;;;;;Marca04;;;;Marca04;;;Seguro residencial;;;;Marca01;;;;;;;10;10;10;9;10;10;10;10;10;9;9;9;9;9;9;8;8;9;9;9;10;9;8;9;7;8;8;10;10;10;9;10;10;9;10;10;10;9;10;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;9;10;9;9;9;9;8;9;9;9;1;9;1;;;;;;;;9;8;8;8;8;8;8;8;7;7;8;7;6;2;8;9;9
12736446837;44358.59417824074;Semana 24;Semana 70;Outro (especifique);Bahia;Feminino;35 anos;Ensino superior (completo);Entre R$ 3.932,00 e R$ 7.419,00;;Seguro de vida;Seguro de automóvel;;Seguro de saúde;Seguro de bens duráveis (ex: eletrônicos);;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;Sim;;;;;;;;;9;9;2;1;4;5;3;2;8;8;8;9;10;10;9;10;10;1;9;9;8;10;;Marca01;Marca02;Marca03;Marca04;;Marca06;Marca07;;;;Marca03;Marca04;;Marca06;Marca07;;;;Marca03;Marca04;;;;;;;Marca03;Marca04;;;;Marca04;;;;Marca03;;;;;Marca03;;Seguro de automóvel;;;;;Marca01;;;;;;;7;7;7;4;5;5;7;8;6;6;7;7;7;7;3;4;7;7;6;4;7;8;7;7;5;7;5;7;7;7;8;9;9;7;9;7;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;8;8;7;7;7;7;7;8;7;7;7;7;7;7;7;7;7;7;6;7;;;;;;;;6;7;7;7;7;7;6;6;7;6;7;6;6;4;7;7;7
12737162784;44358.83056712963;Semana 24;Semana 70;Outro (especifique);São Paulo;Feminino;47 anos;Ensino médio (completo);Entre R$ 781,00 e R$ 1.215,00;;;;;;Seguro de bens duráveis (ex: eletrônicos);;;;;;Eu mesmo contratei este seguro;;Não;;;;;;;;;10;0;1;5;4;3;1;2;3;10;10;10;10;0;9;9;9;9;9;10;10;10;;Marca01;Marca02;Marca03;Marca04;Marca05;;Marca07;;Marca01;;Marca03;Marca04;;;Marca07;;;;Marca03;;;;;;;;Marca03;;;;;Marca03;Nenhuma das anteriores;;;;;;;;;;;;;;;Marca01;;;;;;;10;10;10;10;10;0;10;10;10;0;0;0;0;10;0;7;10;7;9;10;10;10;10;9;0;0;7;10;0;10;3;10;0;8;5;10;0;10;10;10;10;8;10;6;10;8;1;10;6;10;6;10;10;10;10;10;7;10;10;10;10;10;10;3;10;10;0;10;10;10;10;10;10;10;0;0;10;;;;;;;;10;10;6;10;10;10;10;8;8;6;10;9;7;6;9;10;8
12729565597;44356.68787037037;Semana 24;Semana 70;Administração/Contabilidade;Distrito Federal;Feminino;37 anos;Pós-graduação (completo);Entre R$ 3.932,00 e R$ 7.419,00;;;Seguro de automóvel;;;;;;Eu mesmo contratei este seguro;;;;;Sim;;;;;;;;;10;10;1;3;2;5;1;4;10;10;10;8;10;1;9;10;10;4;9;9;9;9;;Marca01;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;;Marca01;;Marca03;;;;Marca07;;;;Marca03;;;;;;;;Marca03;;;;;Marca03;Nenhuma das anteriores;;;;;;;;;;;;;;;Marca01;;;;;;;10;10;10;7;7;10;10;10;10;8;10;10;8;8;8;6;8;8;5;10;9;10;10;7;10;7;5;10;10;10;10;10;10;10;10;10;4;10;10;10;10;9;10;9;8;8;9;8;9;9;8;10;9;10;9;9;9;10;8;9;8;9;9;9;9;9;5;8;10;8;10;10;10;9;10;10;10;;;;;;;;9;10;9;9;8;8;6;8;8;6;8;4;4;4;9;9;9
12726250210;44355.698912037034;Semana 24;Semana 70;Serviços de Transporte;São Paulo;Masculino;31 anos;Ensino superior (completo);Entre R$ 3.932,00 e R$ 7.419,00;;;Seguro de automóvel;Seguro residencial;;;;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;;;Sim;;;;;;;;;9;8;2;2;3;4;1;5;10;10;10;10;8;9;8;5;10;6;10;10;10;10;;;Marca02;Marca03;Marca04;;;Marca07;;;Marca02;Marca03;;;;Marca07;;;Marca02;Marca03;;;;Marca07;;;;Marca03;;;;;Marca03;;;Marca02;Marca03;;;;;Marca07;Seguro de vida;;;;;;;;;Marca04;;;;10;10;10;8;7;8;9;8;8;8;10;7;8;8;7;9;9;7;10;8;10;10;8;10;10;9;10;8;8;7;7;10;10;9;7;8;10;9;10;10;8;10;8;10;9;10;10;9;8;9;8;9;10;8;10;7;10;9;9;8;7;10;8;8;9;10;10;10;9;9;10;10;9;8;9;10;10;;;;;;;;10;8;10;9;9;10;10;10;9;10;10;9;8;8;8;9;9
12727283658;44356.020370370374;Semana 24;Semana 70;Economia;Rio Grande do Sul;Masculino;20 anos;Ensino médio (completo);Entre R$ 3.932,00 e R$ 7.419,00;;;Seguro de automóvel;;Seguro de saúde;Seguro de bens duráveis (ex: eletrônicos);;;Eu mesmo contratei este seguro;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;Sim;;;;;;;;;7;5;6;1;4;3;2;5;10;10;10;10;9;7;8;8;9;3;9;10;10;9;;Marca01;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;;;;;;;Marca06;;;;;;;;Marca06;;;;;;;;Marca06;;Marca06;Nenhuma das anteriores;;;;;;;;;;;;;;;Marca01;;;;;;;10;8;9;7;8;7;6;6;8;6;7;5;4;5;3;4;5;3;5;3;7;6;7;1;5;1;2;9;4;7;9;7;7;5;6;6;3;6;7;8;6;6;5;5;6;6;6;2;3;4;6;2;6;4;7;7;4;7;6;6;6;5;6;4;7;5;4;5;7;6;6;7;7;5;8;8;7;;;;;;;;5;4;5;6;6;7;8;6;6;6;7;3;3;6;4;4;5
12724152794;44355.143379629626;Semana 24;Semana 70;Outro (especifique);São Paulo;Masculino;23 anos;Ensino médio (completo);Entre R$ 3.932,00 e R$ 7.419,00;Nenhuma das anteriores;;;;;;;;;;;;;;Sim;;Seguro de vida;Seguro de automóvel;;Seguro de saúde;;;10;10;0;1;3;4;2;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;;;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;;;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;;;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;Marca02;;;;;;;;;Marca07;;Seguro de automóvel;;;;;;;;Marca04;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
12726554899;44355.78273148148;Semana 24;Semana 70;Indústria Alimentícia;São Paulo;Feminino;28 anos;Ensino superior (completo);Entre R$ 3.932,00 e R$ 7.419,00;;Seguro de vida;Seguro de automóvel;;Seguro de saúde;;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;Recebi este seguro como benefício da empresa onde eu trabalho;;;Sim;;;;;;;;;9;10;1;2;3;4;1;5;9;8;9;10;10;8;8;10;10;10;9;10;10;10;;Marca01;Marca02;Marca03;Marca04;;Marca06;;;Marca01;;Marca03;Marca04;;Marca06;;;;;;;;Marca06;;;;;;;;Marca06;;Marca06;;;;;;;Marca06;;Marca03;;;;Seguro de saúde;;;Marca01;;;;;;;9;10;9;10;9;9;10;10;10;8;10;8;8;6;6;6;9;9;9;5;10;10;10;9;7;9;8;10;10;10;9;10;10;9;10;9;9;8;10;10;10;10;10;9;9;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;8;9;10;9;9;10;10;8;10;10;10;9;10;10;10;;;;;;;;8;8;9;9;8;8;8;9;4;8;9;5;5;6;10;9;9
12732536844;44357.60870370371;Semana 24;Semana 70;Administração/Contabilidade;Paraná;Feminino;25 anos;Ensino médio (incompleto);Acima de R$ 22.866,00;;;Seguro de automóvel;;;;;;Eu mesmo contratei este seguro;;;;;Sim;;;;;;;;;10;10;0;2;1;3;4;5;10;10;10;10;10;10;10;1;9;10;10;10;10;10;;Marca01;Marca02;Marca03;Marca04;Marca05;;;;Marca01;;;;;;;;Marca01;;;;;;;;Marca01;;;;;;;Marca01;;Marca01;;;;;;;Marca05;;Seguro de automóvel;;;;;Marca01;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;0;0;10;10;10;0;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
12726709590;44355.826203703706;Semana 24;Semana 70;Saúde;Mato Grosso;Feminino;23 anos;Ensino superior (completo);Entre R$ 3.932,00 e R$ 7.419,00;;;Seguro de automóvel;Seguro residencial;Seguro de saúde;;;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;;Sim;;;;;;;;;10;10;0;4;3;1;2;5;10;10;10;10;8;0;10;10;10;0;10;10;10;10;;Marca01;Marca02;Marca03;Marca04;;;;;;Marca02;Marca03;Marca04;;;;;;;Marca03;;;;;;;;Marca03;;;;;Marca03;;;;;Marca04;;;;Marca04;;Seguro de automóvel;Seguro residencial;;;;Marca01;;;;;;;10;10;10;10;10;10;10;10;10;5;5;4;10;5;5;5;8;8;3;0;10;10;10;5;5;5;5;10;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;8;8
12727330936;44356.04200231482;Semana 24;Semana 70;Bancos ou instituições financeiras;Rio de Janeiro;Masculino;28 anos;Ensino superior (completo);Entre R$ 3.932,00 e R$ 7.419,00;;;;;Seguro de saúde;;;;;;;;;;Sim;;Seguro de vida;;;;;;8;6;8;4;3;2;1;5;10;8;10;10;6;9;10;8;8;10;8;10;10;10;;;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;;;;;Marca04;;;;;;;;Marca04;;;;;;;;Marca04;;;;Marca04;;;;;;;;;Marca04;;;;Seguro de saúde;;;;;;Marca04;;;;10;10;10;9;9;8;8;10;9;8;8;8;8;9;10;9;9;9;10;9;9;9;9;9;7;8;9;10;8;10;10;10;10;8;10;9;10;10;10;10;10;10;10;9;8;8;10;10;8;10;10;7;10;10;7;8;8;8;8;10;9;8;9;8;8;9;9;10;10;10;7;6;10;10;10;10;10;;;;;;;;9;9;9;8;8;8;8;8;9;8;7;8;6;10;8;9;9
12726720902;44355.82928240741;Semana 24;Semana 70;Saúde;São Paulo;Feminino;24 anos;Ensino médio (completo);Entre R$ 1.216 e R$ 2.238,00;;Seguro de vida;Seguro de automóvel;Seguro residencial;Seguro de saúde;;;Recebi este seguro como benefício da empresa onde eu trabalho;Recebi este seguro como benefício da empresa onde eu trabalho;Recebi este seguro como benefício da empresa onde eu trabalho;Recebi este seguro como benefício da empresa onde eu trabalho;;;Não;;;;;;;;;10;10;0;2;4;3;1;5;3;3;4;7;6;10;10;4;4;0;10;10;10;10;;;Marca02;Marca03;Marca04;;Marca06;;;;Marca02;Marca03;Marca04;;Marca06;;Nenhuma das anteriores;;;;;;;;;;;;;;;;;Nenhuma das anteriores;;;;;;;;;;;;;;;;;;;;Marca06;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
12726129222;44355.667280092595;Semana 24;Semana 70;Outro (especifique);São Paulo;Masculino;23 anos;Ensino médio (completo);Entre R$ 3.932,00 e R$ 7.419,00;;Seguro de vida;Seguro de automóvel;;;;;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;;;;Sim;;;;;;;;;10;10;2;2;3;4;1;5;10;10;10;10;8;7;8;7;10;6;10;10;10;10;;;Marca02;Marca03;Marca04;;;Marca07;;;;Marca03;;;;Marca07;;;;Marca03;;;;;;;;Marca03;;;;;Marca03;Nenhuma das anteriores;;;;;;;;;;;;;;;;Marca02;;;;;;10;10;10;10;8;10;8;10;10;10;10;10;6;6;6;7;10;10;9;7;8;7;7;8;10;9;10;9;9;9;10;10;10;9;8;10;9;10;10;10;10;9;9;8;10;9;10;10;9;10;1;8;9;10;9;7;9;10;9;9;9;10;10;10;10;10;10;9;10;9;10;10;9;9;9;10;9;;;;;;;;10;10;8;10;9;8;8;10;9;7;10;9;9;10;8;9;8
12726119170;44355.6646875;Semana 24;Semana 70;Outro (especifique);Piauí;Masculino;37 anos;Ensino superior (completo);Entre R$ 3.932,00 e R$ 7.419,00;;;Seguro de automóvel;;;;;;Eu mesmo contratei este seguro;;;;;Sim;;;;;;;;;9;8;2;5;4;2;3;1;10;8;9;9;0;2;4;7;9;0;10;9;8;9;;;;Marca03;;;Marca06;Marca07;;;;Marca03;;;;;;;;Marca03;;;;;;;;Marca03;;;;;Marca03;;;;Marca03;;;;;Marca03;;Seguro de automóvel;;;;;;;;;;Marca06;;8;8;7;7;6;6;8;7;7;8;6;7;5;7;6;8;6;6;8;8;2;6;5;4;6;4;7;7;5;6;5;7;7;6;5;7;5;5;6;6;6;7;6;4;6;7;7;7;6;6;4;5;5;5;6;5;4;7;5;7;4;4;5;4;5;4;5;1;6;1;5;7;7;6;7;6;6;;;;;;;;1;0;3;2;3;5;2;1;2;1;6;1;1;1;5;6;4
12726190525;44355.68283564815;Semana 24;Semana 70;Serviços de Transporte;Rio de Janeiro;Masculino;41 anos;Ensino superior (completo);Entre R$ 7.420,00 e R$ 16.367,00;;;Seguro de automóvel;;;;;;Eu mesmo contratei este seguro;;;;;Sim;;;;;;;;;10;10;0;1;2;3;4;5;10;10;10;10;9;3;8;5;10;10;10;10;10;10;;;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;;;;Marca03;;;Marca06;;;;;Marca03;;;Marca06;;;;;Marca03;;;Marca06;;Marca06;;;;;;;Marca06;;[Insert text from Other];;Seguro de automóvel;;;;;;;;;;;Marca07;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;5;10;10;10;4;10;10;10;8;9;6;10;10;10;8;10;10;10;8;10;10;8;10;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;8;7;9;10;10;8;9;10;8;10;10;10;9;10;10;10;;;;;;;;10;9;10;10;10;10;7;8;8;6;10;8;5;8;3;8;2
12732773701;44357.66831018519;Semana 24;Semana 70;Outro (especifique);Pernambuco;Masculino;31 anos;Ensino médio (completo);Entre R$ 3.932,00 e R$ 7.419,00;;;Seguro de automóvel;;;Seguro de bens duráveis (ex: eletrônicos);;;Eu mesmo contratei este seguro;;;Eu mesmo contratei este seguro;;Sim;;;;;;;;;7;5;6;2;4;3;1;5;10;7;7;10;7;8;9;5;8;0;7;8;6;9;;Marca01;Marca02;Marca03;;;;;;;Marca02;Marca03;;;;;;;;Marca03;;;;;;;;Marca03;;;;;Marca03;;;;Marca03;;;;;Marca02;;;;Seguro de saúde;;;Marca01;;;;;;;9;9;9;7;7;7;1;9;9;7;7;6;6;6;5;7;9;7;5;0;9;9;7;6;9;8;7;7;7;8;6;9;9;9;9;9;5;8;9;8;9;9;8;7;6;6;9;9;9;6;5;9;9;6;9;9;5;9;7;9;5;9;8;7;9;9;9;9;9;9;8;8;8;9;9;9;9;;;;;;;;7;5;5;8;7;8;8;8;8;6;9;6;7;6;7;7;5
12728886813;44356.52354166667;Semana 24;Semana 70;Direito;São Paulo;Masculino;55 anos;Ensino superior (completo);Entre R$ 3.932,00 e R$ 7.419,00;;;Seguro de automóvel;;;;;;Eu mesmo contratei este seguro;;;;;Sim;;;;;;;;;8;8;2;1;2;3;4;5;8;7;8;8;10;10;7;9;10;7;9;10;10;9;;Marca01;Marca02;Marca03;Marca04;Marca05;Marca06;Marca07;;;Marca02;Marca03;;;;;;;;Marca03;;;;;;;;Marca03;;;;;Marca03;;;;Marca03;;;;;Marca02;;Seguro de automóvel;;;;;Marca01;;;;;;;8;8;9;9;8;8;8;8;8;8;9;7;8;8;7;3;8;8;8;3;9;8;8;8;8;9;8;9;9;8;9;8;8;9;8;8;8;9;9;9;8;9;9;9;8;8;9;9;8;9;8;9;9;8;8;9;8;9;9;9;9;8;8;8;10;10;8;8;9;8;8;8;8;8;8;8;8;;;;;;;;8;8;9;8;8;9;9;8;8;9;9;7;8;8;8;8;8
12729662161;44356.714849537035;Semana 24;Semana 70;Administração/Contabilidade;Paraná;Masculino;32 anos;Pós-graduação (incompleto);Entre R$ 3.932,00 e R$ 7.419,00;;;Seguro de automóvel;;;;;;Eu mesmo contratei este seguro;;;;;Sim;;;;;;;;;10;9;0;3;1;2;4;5;9;8;9;5;7;7;0;8;10;0;9;9;9;9;;Marca01;Marca02;Marca03;Marca04;Marca05;;;;;Marca02;;Marca04;Marca05;;;;;;;;Marca05;;;;;;;;Marca05;;;Marca05;;;;;;Marca05;;;Outro (especifique);;Seguro de automóvel;;;;;Marca01;;;;;;;5;5;6;6;5;6;6;7;7;0;0;0;0;0;0;5;2;2;2;5;8;8;5;2;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;6;5;4;4;6;4;3;4;5;7;3;6;5;4;3;6;4;5;5;2;0;0;3;3;0;8;7;2;3;1;5;5;5;5;3;;;;;;;;1;0;0;0;0;3;5;0;0;0;5;0;0;0;0;0;0
12726267145;44355.70354166667;Semana 24;Semana 70;Bancos ou instituições financeiras;São Paulo;Masculino;38 anos;Ensino superior (completo);Entre R$ 7.420,00 e R$ 16.367,00;;Seguro de vida;Seguro de automóvel;Seguro residencial;Seguro de saúde;Seguro de bens duráveis (ex: eletrônicos);;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;Eu mesmo contratei este seguro;;Sim;;;;;;;;;10;10;0;2;3;5;1;4;10;6;10;1;10;10;10;10;10;10;10;10;10;10;;;Marca02;Marca03;Marca04;;Marca06;;;;Marca02;;Marca04;;;;;;Marca02;;Marca04;;;;;;;;Marca04;;;;Marca04;;;;;Marca04;;;;Marca02;;;;Seguro de saúde;;;;Marca02;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
